,index,product_title,product_update_time,product_avail,data_update_time
286,6,Wheatley,2023-08-15 11:40:00.000000,1,2023-08-16 07:44:07.421999
287,7,Bourbon Cream,2023-08-15 11:40:00.000000,1,2023-08-16 07:44:07.421999
288,0,Buffalo Trace,2023-08-15 11:40:00.000000,1,2023-08-16 08:12:27.388834
289,1,W.L. Weller Special Reserve,2023-08-15 11:40:00.000000,0,2023-08-16 08:12:27.388834
290,2,E.H. Taylor Jr. Small Batch,2023-08-15 11:40:00.000000,0,2023-08-16 08:12:27.388834
291,3,Eagle Rare,2023-08-15 11:40:00.000000,0,2023-08-16 08:12:27.388834
292,4,Blanton’s Single Barrel,2023-08-15 11:40:00.000000,0,2023-08-16 08:12:27.388834
293,5,Sazerac Rye,2023-08-15 11:40:00.000000,1,2023-08-16 08:12:27.388834
294,6,Wheatley,2023-08-15 11:40:00.000000,1,2023-08-16 08:12:27.388834
295,7,Bourbon Cream,2023-08-15 11:40:00.000000,1,2023-08-16 08:12:27.388834
296,0,Buffalo Trace,2023-08-15 11:40:00.000000,1,2023-08-16 08:28:33.627683
297,1,W.L. Weller Special Reserve,2023-08-15 11:40:00.000000,0,2023-08-16 08:28:33.627683
298,2,E.H. Taylor Jr. Small Batch,2023-08-15 11:40:00.000000,0,2023-08-16 08:28:33.627683
299,3,Eagle Rare,2023-08-15 11:40:00.000000,0,2023-08-16 08:28:33.627683
300,4,Blanton’s Single Barrel,2023-08-15 11:40:00.000000,0,2023-08-16 08:28:33.627683
301,5,Sazerac Rye,2023-08-15 11:40:00.000000,1,2023-08-16 08:28:33.627683
302,6,Wheatley,2023-08-15 11:40:00.000000,1,2023-08-16 08:28:33.627683
303,7,Bourbon Cream,2023-08-15 11:40:00.000000,1,2023-08-16 08:28:33.627683
304,0,Buffalo Trace,2023-08-15 11:40:00.000000,1,2023-08-16 08:44:11.138151
305,1,W.L. Weller Special Reserve,2023-08-15 11:40:00.000000,0,2023-08-16 08:44:11.138151
306,2,E.H. Taylor Jr. Small Batch,2023-08-15 11:40:00.000000,0,2023-08-16 08:44:11.138151
307,3,Eagle Rare,2023-08-15 11:40:00.000000,0,2023-08-16 08:44:11.138151
308,4,Blanton’s Single Barrel,2023-08-15 11:40:00.000000,0,2023-08-16 08:44:11.138151
309,5,Sazerac Rye,2023-08-15 11:40:00.000000,1,2023-08-16 08:44:11.138151
310,6,Wheatley,2023-08-15 11:40:00.000000,1,2023-08-16 08:44:11.138151
311,7,Bourbon Cream,2023-08-15 11:40:00.000000,1,2023-08-16 08:44:11.138151
312,0,Buffalo Trace,2023-08-15 11:40:00.000000,1,2023-08-16 09:09:33.627654
313,1,W.L. Weller Special Reserve,2023-08-15 11:40:00.000000,0,2023-08-16 09:09:33.627654
314,2,E.H. Taylor Jr. Small Batch,2023-08-15 11:40:00.000000,0,2023-08-16 09:09:33.627654
315,3,Eagle Rare,2023-08-15 11:40:00.000000,0,2023-08-16 09:09:33.627654
316,4,Blanton’s Single Barrel,2023-08-15 11:40:00.000000,0,2023-08-16 09:09:33.627654
317,5,Sazerac Rye,2023-08-15 11:40:00.000000,1,2023-08-16 09:09:33.627654
318,6,Wheatley,2023-08-15 11:40:00.000000,1,2023-08-16 09:09:33.627654
319,7,Bourbon Cream,2023-08-15 11:40:00.000000,1,2023-08-16 09:09:33.627654
320,0,Buffalo Trace,2023-08-15 11:40:00.000000,1,2023-08-16 09:23:59.141643
321,1,W.L. Weller Special Reserve,2023-08-15 11:40:00.000000,0,2023-08-16 09:23:59.141643
322,2,E.H. Taylor Jr. Small Batch,2023-08-15 11:40:00.000000,0,2023-08-16 09:23:59.141643
323,3,Eagle Rare,2023-08-15 11:40:00.000000,0,2023-08-16 09:23:59.141643
324,4,Blanton’s Single Barrel,2023-08-15 11:40:00.000000,0,2023-08-16 09:23:59.141643
325,5,Sazerac Rye,2023-08-15 11:40:00.000000,1,2023-08-16 09:23:59.141643
326,6,Wheatley,2023-08-15 11:40:00.000000,1,2023-08-16 09:23:59.141643
327,7,Bourbon Cream,2023-08-15 11:40:00.000000,1,2023-08-16 09:23:59.141643
328,0,Buffalo Trace,2023-08-15 11:40:00.000000,1,2023-08-16 09:43:49.200204
329,1,W.L. Weller Special Reserve,2023-08-15 11:40:00.000000,0,2023-08-16 09:43:49.200204
330,2,E.H. Taylor Jr. Small Batch,2023-08-15 11:40:00.000000,0,2023-08-16 09:43:49.200204
331,3,Eagle Rare,2023-08-15 11:40:00.000000,0,2023-08-16 09:43:49.200204
332,4,Blanton’s Single Barrel,2023-08-15 11:40:00.000000,0,2023-08-16 09:43:49.200204
333,5,Sazerac Rye,2023-08-15 11:40:00.000000,1,2023-08-16 09:43:49.200204
334,6,Wheatley,2023-08-15 11:40:00.000000,1,2023-08-16 09:43:49.200204
335,7,Bourbon Cream,2023-08-15 11:40:00.000000,1,2023-08-16 09:43:49.200204
336,0,Buffalo Trace,2023-08-15 11:40:00.000000,1,2023-08-16 10:10:30.665809
337,1,W.L. Weller Special Reserve,2023-08-15 11:40:00.000000,0,2023-08-16 10:10:30.665809
338,2,E.H. Taylor Jr. Small Batch,2023-08-15 11:40:00.000000,0,2023-08-16 10:10:30.665809
339,3,Eagle Rare,2023-08-15 11:40:00.000000,0,2023-08-16 10:10:30.665809
340,4,Blanton’s Single Barrel,2023-08-15 11:40:00.000000,0,2023-08-16 10:10:30.665809
341,5,Sazerac Rye,2023-08-15 11:40:00.000000,1,2023-08-16 10:10:30.665809
342,6,Wheatley,2023-08-15 11:40:00.000000,1,2023-08-16 10:10:30.665809
343,7,Bourbon Cream,2023-08-15 11:40:00.000000,1,2023-08-16 10:10:30.665809
344,0,Buffalo Trace,2023-08-15 11:40:00.000000,1,2023-08-16 10:29:24.516907
345,1,W.L. Weller Special Reserve,2023-08-15 11:40:00.000000,0,2023-08-16 10:29:24.516907
346,2,E.H. Taylor Jr. Small Batch,2023-08-15 11:40:00.000000,0,2023-08-16 10:29:24.516907
347,3,Eagle Rare,2023-08-15 11:40:00.000000,0,2023-08-16 10:29:24.516907
348,4,Blanton’s Single Barrel,2023-08-15 11:40:00.000000,0,2023-08-16 10:29:24.516907
349,5,Sazerac Rye,2023-08-15 11:40:00.000000,1,2023-08-16 10:29:24.516907
350,6,Wheatley,2023-08-15 11:40:00.000000,1,2023-08-16 10:29:24.516907
351,7,Bourbon Cream,2023-08-15 11:40:00.000000,1,2023-08-16 10:29:24.516907
352,0,Buffalo Trace,2023-08-15 11:40:00.000000,1,2023-08-16 10:43:58.649389
353,1,W.L. Weller Special Reserve,2023-08-15 11:40:00.000000,0,2023-08-16 10:43:58.649389
354,2,E.H. Taylor Jr. Small Batch,2023-08-15 11:40:00.000000,0,2023-08-16 10:43:58.649389
355,3,Eagle Rare,2023-08-15 11:40:00.000000,0,2023-08-16 10:43:58.649389
356,4,Blanton’s Single Barrel,2023-08-15 11:40:00.000000,0,2023-08-16 10:43:58.649389
357,5,Sazerac Rye,2023-08-15 11:40:00.000000,1,2023-08-16 10:43:58.649389
358,6,Wheatley,2023-08-15 11:40:00.000000,1,2023-08-16 10:43:58.649389
359,7,Bourbon Cream,2023-08-15 11:40:00.000000,1,2023-08-16 10:43:58.649389
360,0,Buffalo Trace,2023-08-15 11:40:00.000000,1,2023-08-16 11:08:13.810722
361,1,W.L. Weller Special Reserve,2023-08-15 11:40:00.000000,0,2023-08-16 11:08:13.810722
362,2,E.H. Taylor Jr. Small Batch,2023-08-15 11:40:00.000000,0,2023-08-16 11:08:13.810722
363,3,Eagle Rare,2023-08-15 11:40:00.000000,0,2023-08-16 11:08:13.810722
364,4,Blanton’s Single Barrel,2023-08-15 11:40:00.000000,0,2023-08-16 11:08:13.810722
365,5,Sazerac Rye,2023-08-15 11:40:00.000000,1,2023-08-16 11:08:13.810722
366,6,Wheatley,2023-08-15 11:40:00.000000,1,2023-08-16 11:08:13.810722
367,7,Bourbon Cream,2023-08-15 11:40:00.000000,1,2023-08-16 11:08:13.810722
368,0,Buffalo Trace,2023-08-15 11:40:00.000000,1,2023-08-16 11:24:08.194722
369,1,W.L. Weller Special Reserve,2023-08-15 11:40:00.000000,0,2023-08-16 11:24:08.194722
370,2,E.H. Taylor Jr. Small Batch,2023-08-15 11:40:00.000000,0,2023-08-16 11:24:08.194722
371,3,Eagle Rare,2023-08-15 11:40:00.000000,0,2023-08-16 11:24:08.194722
372,4,Blanton’s Single Barrel,2023-08-15 11:40:00.000000,0,2023-08-16 11:24:08.194722
373,5,Sazerac Rye,2023-08-15 11:40:00.000000,1,2023-08-16 11:24:08.194722
374,6,Wheatley,2023-08-15 11:40:00.000000,1,2023-08-16 11:24:08.194722
375,7,Bourbon Cream,2023-08-15 11:40:00.000000,1,2023-08-16 11:24:08.194722
376,0,Buffalo Trace,2023-08-15 11:40:00.000000,1,2023-08-16 11:44:12.581409
377,1,W.L. Weller Special Reserve,2023-08-15 11:40:00.000000,0,2023-08-16 11:44:12.581409
378,2,E.H. Taylor Jr. Small Batch,2023-08-15 11:40:00.000000,0,2023-08-16 11:44:12.581409
379,3,Eagle Rare,2023-08-15 11:40:00.000000,0,2023-08-16 11:44:12.581409
380,4,Blanton’s Single Barrel,2023-08-15 11:40:00.000000,0,2023-08-16 11:44:12.581409
381,5,Sazerac Rye,2023-08-15 11:40:00.000000,1,2023-08-16 11:44:12.581409
382,6,Wheatley,2023-08-15 11:40:00.000000,1,2023-08-16 11:44:12.581409
383,7,Bourbon Cream,2023-08-15 11:40:00.000000,1,2023-08-16 11:44:12.581409
384,0,Buffalo Trace,2023-08-16 08:09:00.000000,1,2023-08-16 12:17:39.318337
385,1,W.L. Weller Special Reserve,2023-08-16 08:09:00.000000,0,2023-08-16 12:17:39.318337
386,2,E.H. Taylor Jr. Small Batch,2023-08-16 08:09:00.000000,0,2023-08-16 12:17:39.318337
387,3,Eagle Rare,2023-08-16 08:09:00.000000,0,2023-08-16 12:17:39.318337
388,4,Blanton’s Single Barrel,2023-08-16 08:09:00.000000,1,2023-08-16 12:17:39.318337
389,5,Sazerac Rye,2023-08-16 08:09:00.000000,1,2023-08-16 12:17:39.318337
390,6,Wheatley,2023-08-16 08:09:00.000000,1,2023-08-16 12:17:39.318337
391,7,Bourbon Cream,2023-08-16 08:09:00.000000,1,2023-08-16 12:17:39.318337
392,0,Buffalo Trace,2023-08-16 08:09:00.000000,1,2023-08-16 12:43:14.030464
393,1,W.L. Weller Special Reserve,2023-08-16 08:09:00.000000,0,2023-08-16 12:43:14.030464
394,2,E.H. Taylor Jr. Small Batch,2023-08-16 08:09:00.000000,0,2023-08-16 12:43:14.030464
395,3,Eagle Rare,2023-08-16 08:09:00.000000,0,2023-08-16 12:43:14.030464
396,4,Blanton’s Single Barrel,2023-08-16 08:09:00.000000,1,2023-08-16 12:43:14.030464
397,5,Sazerac Rye,2023-08-16 08:09:00.000000,1,2023-08-16 12:43:14.030464
398,6,Wheatley,2023-08-16 08:09:00.000000,1,2023-08-16 12:43:14.030464
399,7,Bourbon Cream,2023-08-16 08:09:00.000000,1,2023-08-16 12:43:14.030464
400,0,Buffalo Trace,2023-08-16 08:09:00.000000,1,2023-08-16 13:11:51.609557
401,1,W.L. Weller Special Reserve,2023-08-16 08:09:00.000000,0,2023-08-16 13:11:51.609557
402,2,E.H. Taylor Jr. Small Batch,2023-08-16 08:09:00.000000,0,2023-08-16 13:11:51.609557
403,3,Eagle Rare,2023-08-16 08:09:00.000000,0,2023-08-16 13:11:51.609557
404,4,Blanton’s Single Barrel,2023-08-16 08:09:00.000000,1,2023-08-16 13:11:51.609557
405,5,Sazerac Rye,2023-08-16 08:09:00.000000,1,2023-08-16 13:11:51.609557
406,6,Wheatley,2023-08-16 08:09:00.000000,1,2023-08-16 13:11:51.609557
407,7,Bourbon Cream,2023-08-16 08:09:00.000000,1,2023-08-16 13:11:51.609557
408,0,Buffalo Trace,2023-08-16 08:09:00.000000,1,2023-08-16 13:26:18.883305
409,1,W.L. Weller Special Reserve,2023-08-16 08:09:00.000000,0,2023-08-16 13:26:18.883305
410,2,E.H. Taylor Jr. Small Batch,2023-08-16 08:09:00.000000,0,2023-08-16 13:26:18.883305
411,3,Eagle Rare,2023-08-16 08:09:00.000000,0,2023-08-16 13:26:18.883305
412,4,Blanton’s Single Barrel,2023-08-16 08:09:00.000000,1,2023-08-16 13:26:18.883305
413,5,Sazerac Rye,2023-08-16 08:09:00.000000,1,2023-08-16 13:26:18.883305
414,6,Wheatley,2023-08-16 08:09:00.000000,1,2023-08-16 13:26:18.883305
415,7,Bourbon Cream,2023-08-16 08:09:00.000000,1,2023-08-16 13:26:18.883305
416,0,Buffalo Trace,2023-08-16 08:09:00.000000,1,2023-08-16 13:43:56.945670
417,1,W.L. Weller Special Reserve,2023-08-16 08:09:00.000000,0,2023-08-16 13:43:56.945670
418,2,E.H. Taylor Jr. Small Batch,2023-08-16 08:09:00.000000,0,2023-08-16 13:43:56.945670
419,3,Eagle Rare,2023-08-16 08:09:00.000000,0,2023-08-16 13:43:56.945670
420,4,Blanton’s Single Barrel,2023-08-16 08:09:00.000000,1,2023-08-16 13:43:56.945670
421,5,Sazerac Rye,2023-08-16 08:09:00.000000,1,2023-08-16 13:43:56.945670
422,6,Wheatley,2023-08-16 08:09:00.000000,1,2023-08-16 13:43:56.945670
423,7,Bourbon Cream,2023-08-16 08:09:00.000000,1,2023-08-16 13:43:56.945670
424,0,Buffalo Trace,2023-08-16 08:09:00.000000,1,2023-08-16 14:08:48.956400
425,1,W.L. Weller Special Reserve,2023-08-16 08:09:00.000000,0,2023-08-16 14:08:48.956400
426,2,E.H. Taylor Jr. Small Batch,2023-08-16 08:09:00.000000,0,2023-08-16 14:08:48.956400
427,3,Eagle Rare,2023-08-16 08:09:00.000000,0,2023-08-16 14:08:48.956400
428,4,Blanton’s Single Barrel,2023-08-16 08:09:00.000000,1,2023-08-16 14:08:48.956400
429,5,Sazerac Rye,2023-08-16 08:09:00.000000,1,2023-08-16 14:08:48.956400
430,6,Wheatley,2023-08-16 08:09:00.000000,1,2023-08-16 14:08:48.956400
431,7,Bourbon Cream,2023-08-16 08:09:00.000000,1,2023-08-16 14:08:48.956400
432,0,Buffalo Trace,2023-08-16 08:09:00.000000,1,2023-08-16 14:27:39.137231
433,1,W.L. Weller Special Reserve,2023-08-16 08:09:00.000000,0,2023-08-16 14:27:39.137231
434,2,E.H. Taylor Jr. Small Batch,2023-08-16 08:09:00.000000,0,2023-08-16 14:27:39.137231
435,3,Eagle Rare,2023-08-16 08:09:00.000000,0,2023-08-16 14:27:39.137231
436,4,Blanton’s Single Barrel,2023-08-16 08:09:00.000000,1,2023-08-16 14:27:39.137231
437,5,Sazerac Rye,2023-08-16 08:09:00.000000,1,2023-08-16 14:27:39.137231
438,6,Wheatley,2023-08-16 08:09:00.000000,1,2023-08-16 14:27:39.137231
439,7,Bourbon Cream,2023-08-16 08:09:00.000000,1,2023-08-16 14:27:39.137231
440,0,Buffalo Trace,2023-08-16 08:09:00.000000,1,2023-08-16 14:43:49.753628
441,1,W.L. Weller Special Reserve,2023-08-16 08:09:00.000000,0,2023-08-16 14:43:49.753628
442,2,E.H. Taylor Jr. Small Batch,2023-08-16 08:09:00.000000,0,2023-08-16 14:43:49.753628
443,3,Eagle Rare,2023-08-16 08:09:00.000000,0,2023-08-16 14:43:49.753628
444,4,Blanton’s Single Barrel,2023-08-16 08:09:00.000000,1,2023-08-16 14:43:49.753628
445,5,Sazerac Rye,2023-08-16 08:09:00.000000,1,2023-08-16 14:43:49.753628
446,6,Wheatley,2023-08-16 08:09:00.000000,1,2023-08-16 14:43:49.753628
447,7,Bourbon Cream,2023-08-16 08:09:00.000000,1,2023-08-16 14:43:49.753628
448,0,Buffalo Trace,2023-08-16 08:09:00.000000,1,2023-08-16 15:09:42.574337
449,1,W.L. Weller Special Reserve,2023-08-16 08:09:00.000000,0,2023-08-16 15:09:42.574337
450,2,E.H. Taylor Jr. Small Batch,2023-08-16 08:09:00.000000,0,2023-08-16 15:09:42.574337
451,3,Eagle Rare,2023-08-16 08:09:00.000000,0,2023-08-16 15:09:42.574337
452,4,Blanton’s Single Barrel,2023-08-16 08:09:00.000000,1,2023-08-16 15:09:42.574337
453,5,Sazerac Rye,2023-08-16 08:09:00.000000,1,2023-08-16 15:09:42.574337
454,6,Wheatley,2023-08-16 08:09:00.000000,1,2023-08-16 15:09:42.574337
455,7,Bourbon Cream,2023-08-16 08:09:00.000000,1,2023-08-16 15:09:42.574337
456,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-16 15:25:02.224488
457,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-16 15:25:02.224488
458,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-16 15:25:02.224488
459,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-16 15:25:02.224488
460,4,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-16 15:25:02.224488
461,5,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-16 15:25:02.224488
462,6,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-16 15:25:02.224488
463,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-16 15:44:08.018776
464,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-16 15:44:08.018776
465,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-16 15:44:08.018776
466,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-16 15:44:08.018776
467,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-16 15:44:08.018776
468,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-16 15:44:08.018776
469,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-16 15:44:08.018776
470,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-16 15:44:08.018776
471,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-16 16:12:07.333965
472,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-16 16:12:07.333965
473,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-16 16:12:07.333965
474,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-16 16:12:07.333965
475,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-16 16:12:07.333965
476,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-16 16:12:07.333965
477,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-16 16:12:07.333965
478,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-16 16:12:07.333965
479,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-16 16:31:41.999407
480,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-16 16:31:41.999407
481,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-16 16:31:41.999407
482,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-16 16:31:41.999407
483,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-16 16:31:41.999407
484,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-16 16:31:41.999407
485,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-16 16:31:41.999407
486,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-16 16:31:41.999407
487,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-16 16:43:56.431792
488,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-16 16:43:56.431792
489,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-16 16:43:56.431792
490,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-16 16:43:56.431792
491,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-16 16:43:56.431792
492,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-16 16:43:56.431792
493,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-16 16:43:56.431792
494,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-16 16:43:56.431792
495,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-16 17:08:43.568915
496,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-16 17:08:43.568915
497,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-16 17:08:43.568915
498,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-16 17:08:43.568915
499,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-16 17:08:43.568915
500,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-16 17:08:43.568915
501,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-16 17:08:43.568915
502,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-16 17:08:43.568915
503,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-16 17:25:56.982077
504,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-16 17:25:56.982077
505,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-16 17:25:56.982077
506,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-16 17:25:56.982077
507,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-16 17:25:56.982077
508,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-16 17:25:56.982077
509,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-16 17:25:56.982077
510,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-16 17:25:56.982077
511,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-16 17:44:25.710756
512,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-16 17:44:25.710756
513,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-16 17:44:25.710756
514,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-16 17:44:25.710756
515,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-16 17:44:25.710756
516,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-16 17:44:25.710756
517,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-16 17:44:25.710756
518,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-16 17:44:25.710756
519,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 06:12:28.909680
520,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 06:12:28.909680
521,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 06:12:28.909680
522,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 06:12:28.909680
523,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 06:12:28.909680
524,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 06:12:28.909680
525,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 06:12:28.909680
526,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 06:12:28.909680
527,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 06:28:54.567037
528,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 06:28:54.567037
529,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 06:28:54.567037
530,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 06:28:54.567037
531,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 06:28:54.567037
532,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 06:28:54.567037
533,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 06:28:54.567037
534,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 06:28:54.567037
535,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 06:44:01.215033
536,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 06:44:01.215033
537,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 06:44:01.215033
538,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 06:44:01.215033
539,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 06:44:01.215033
540,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 06:44:01.215033
541,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 06:44:01.215033
542,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 06:44:01.215033
543,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 07:08:56.840996
544,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 07:08:56.840996
545,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 07:08:56.840996
546,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 07:08:56.840996
547,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 07:08:56.840996
548,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 07:08:56.840996
549,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 07:08:56.840996
550,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 07:08:56.840996
551,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 07:23:54.750055
552,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 07:23:54.750055
553,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 07:23:54.750055
554,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 07:23:54.750055
555,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 07:23:54.750055
556,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 07:23:54.750055
557,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 07:23:54.750055
558,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 07:23:54.750055
559,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 07:43:59.227999
560,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 07:43:59.227999
561,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 07:43:59.227999
562,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 07:43:59.227999
563,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 07:43:59.227999
564,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 07:43:59.227999
565,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 07:43:59.227999
566,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 07:43:59.227999
567,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 08:12:13.996860
568,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 08:12:13.996860
569,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 08:12:13.996860
570,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 08:12:13.996860
571,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 08:12:13.996860
